Year,Season,Indicator,Value,stat_area,Value_var
2014,winter,fvcom_bt,-0.3973753052642432,511-513,NA
2014,winter,fvcom_sst,0.3974028676253164,511-513,NA
2014,winter,oisst,0.0034115009155571774,511-513,NA
2015,all,fvcom_bt,-0.4429286069135872,511-513,NA
2015,all,fvcom_sst,0.35001409254344573,511-513,NA
2015,all,oisst,0.7571442073614612,511-513,NA
2015,fall,fvcom_bt,-0.21078320575048018,511-513,NA
2015,fall,fvcom_sst,0.895626849891862,511-513,NA
2015,fall,oisst,1.5016841996368047,511-513,NA
2015,spring,fvcom_bt,-0.9453714077321819,511-513,NA
2015,spring,fvcom_sst,-0.3735648991994547,511-513,NA
2015,spring,oisst,-0.2601289360909318,511-513,NA
2015,summer,fvcom_bt,-0.40397634891867695,511-513,NA
2015,summer,fvcom_sst,0.10043522929557935,511-513,NA
2015,summer,oisst,0.7930024330105269,511-513,NA
2015,winter,fvcom_bt,0.056773391708229974,511-513,NA
2015,winter,fvcom_sst,0.9171118074282705,511-513,NA
2015,winter,oisst,0.9403682319253095,511-513,NA
2016,all,fvcom_bt,0.46945048542167916,511-513,NA
2016,all,fvcom_sst,1.1627825511975323,511-513,NA
2016,all,oisst,1.603319532954203,511-513,NA
2016,fall,fvcom_bt,0.7169085784691187,511-513,NA
2016,fall,fvcom_sst,1.4471660783221612,511-513,NA
2016,fall,oisst,1.988502578920354,511-513,NA
2016,spring,fvcom_bt,0.6415239613056251,511-513,NA
2016,spring,fvcom_sst,1.092582570559216,511-513,NA
2016,spring,oisst,1.1253558333258307,511-513,NA
2016,summer,fvcom_bt,0.13904172012402682,511-513,NA
2016,summer,fvcom_sst,1.06148157208659,511-513,NA
2016,summer,oisst,1.8584273684375971,511-513,NA
2016,winter,fvcom_bt,0.2716698854722137,511-513,NA
2016,winter,fvcom_sst,1.3950282217608996,511-513,NA
2016,winter,oisst,1.411846573042216,511-513,NA
2017,all,fvcom_bt,0.3657593167071575,511-513,NA
2017,all,fvcom_sst,0.7736875768387264,511-513,NA
2017,all,oisst,1.00444651134075,511-513,NA
2017,fall,fvcom_bt,0.9739043765984986,511-513,NA
2017,fall,fvcom_sst,1.3383765440208797,511-513,NA
2017,fall,oisst,1.6256811909321507,511-513,NA
2017,spring,fvcom_bt,-0.0038513527471791004,511-513,NA
2017,spring,fvcom_sst,0.1968136657214961,511-513,NA
2017,spring,oisst,0.41158170809804767,511-513,NA
2017,summer,fvcom_bt,0.1470931474783935,511-513,NA
2017,summer,fvcom_sst,0.056810072125144884,511-513,NA
2017,summer,oisst,0.6728352818152049,511-513,NA
2017,winter,fvcom_bt,0.21534402480103015,511-513,NA
2017,winter,fvcom_sst,1.0743870476895026,511-513,NA
2017,winter,oisst,1.4234728240238237,511-513,NA
2018,all,fvcom_bt,0.5764306372337653,511-513,NA
2018,all,fvcom_sst,0.9041329170336242,511-513,NA
2018,all,oisst,1.324070016298523,511-513,NA
2018,fall,fvcom_bt,0.9009114513037018,511-513,NA
2018,fall,fvcom_sst,0.8750869243774709,511-513,NA
2018,fall,oisst,1.5734976571704544,511-513,NA
2018,spring,fvcom_bt,0.2664672653325822,511-513,NA
2018,spring,fvcom_sst,0.790278983047655,511-513,NA
2018,spring,oisst,1.0110803686130985,511-513,NA
2018,summer,fvcom_bt,0.048631529390845,511-513,NA
2018,summer,fvcom_sst,1.4161078296598313,511-513,NA
2018,summer,oisst,1.974841609510494,511-513,NA
2018,winter,fvcom_bt,1.0916043962156488,511-513,NA
2018,winter,fvcom_sst,1.2061199465300636,511-513,NA
2018,winter,oisst,1.109625645121326,511-513,NA
2019,all,fvcom_bt,0.12356615304952294,511-513,NA
2019,all,fvcom_sst,0.2153102523391939,511-513,NA
2019,all,oisst,0.5734461734320623,511-513,NA
2019,fall,fvcom_bt,0.4466226249542377,511-513,NA
2019,fall,fvcom_sst,0.6165469762507165,511-513,NA
2019,fall,oisst,1.2055314104522714,511-513,NA
2019,spring,fvcom_bt,-0.1979446235575701,511-513,NA
2019,spring,fvcom_sst,-0.010832202642307304,511-513,NA
2019,spring,oisst,0.22528039274963196,511-513,NA
2019,summer,fvcom_bt,-0.37629791435903864,511-513,NA
2019,summer,fvcom_sst,0.2254352273798646,511-513,NA
2019,summer,oisst,0.8413828314837252,511-513,NA
2019,winter,fvcom_bt,0.5459447658143559,511-513,NA
2019,winter,fvcom_sst,-0.2987974579395135,511-513,NA
2019,winter,oisst,-0.1827525447945196,511-513,NA
2020,all,fvcom_bt,0.43116122289367576,511-513,NA
2020,all,fvcom_sst,0.1562462718342301,511-513,NA
2020,all,oisst,0.7747930543200462,511-513,NA
2020,fall,fvcom_bt,1.6827569920581378,511-513,NA
2020,fall,fvcom_sst,0.6782063530261291,511-513,NA
2020,spring,fvcom_bt,-0.6240718335923487,511-513,NA
2020,spring,fvcom_sst,-0.19568405854538856,511-513,NA
2020,summer,fvcom_bt,-0.08064794713193339,511-513,NA
2020,summer,fvcom_sst,-0.7278987603694019,511-513,NA
2020,winter,fvcom_bt,0.9031548916177733,511-513,NA
2020,winter,fvcom_sst,0.9049666496495976,511-513,NA
2020,winter,oisst,0.7519466226669477,511-513,NA
2021,winter,fvcom_bt,0.6387002239158639,511-513,NA
2021,winter,fvcom_sst,0.6350607370017064,511-513,NA
2021,winter,oisst,0.7747930543200462,511-513,NA
1981,all,oisst,-0.06242267270707543,511,0.49724013166620273
1981,all,oisst,-0.14108352616949754,512,0.4416526807979274
1981,all,oisst,-0.42479200506470893,513,0.6314039197333559
1982,all,oisst,-0.03196010353442113,511,1.0779412835174225
1982,all,oisst,-0.01003130155350922,512,1.1154650425561774
1982,all,oisst,-0.07265335011155638,513,1.1109658399490305
1983,all,oisst,0.20994294189678228,511,1.4272208424862833
1983,all,oisst,0.32767804684278296,512,1.1001360920503933
1983,all,oisst,0.28710348695924837,513,0.9652344978197953
1984,all,oisst,0.13692382896282232,511,0.8695791088040669
1984,all,oisst,0.24777874491452095,512,0.8707586067187146
1984,all,oisst,0.06845069596567659,513,0.9517696803817954
1985,all,oisst,-0.10040267757419791,511,0.654721354219967
1985,all,oisst,-0.02477579072801182,512,0.6994904469497221
1985,all,oisst,-0.12600265831163485,513,1.0260909992006526
1986,all,oisst,-0.11623407638738731,511,0.5773681667794752
1986,all,oisst,-0.1878752464052465,512,0.5919598643888537
1986,all,oisst,-0.3867469559657519,513,0.664910850919712
1987,all,oisst,-0.8218884320103331,511,0.5435285024971638
1987,all,oisst,-0.6383362275351365,512,0.5304808326502495
1987,all,oisst,-0.42579375717737905,513,0.517425752712273
1988,all,oisst,-0.5033346689664401,511,0.4946450375878493
1988,all,oisst,-0.48332719709109057,512,0.4856611505190649
1988,all,oisst,-0.36420184696849794,513,0.5233603804115724
1989,all,oisst,-0.3401497703457783,511,0.5402673335373077
1989,all,oisst,-0.3184231890390997,512,0.6269187387189027
1989,all,oisst,-0.2560243493481858,513,0.7013499100319944
1990,all,oisst,0.05692925739589808,511,0.9413650097855023
1990,all,oisst,-0.021490497259670525,512,0.7903016684308894
1990,all,oisst,-0.25266818679086694,513,0.7060638773919935
1991,all,oisst,0.03348562041625333,511,0.4819799900280603
1991,all,oisst,-0.04666024281057025,512,0.45715227658952456
1991,all,oisst,0.08814002759924762,513,0.7289518196784858
1992,all,oisst,-0.8628050292324949,511,0.5190345295431409
1992,all,oisst,-0.8804975390349298,512,0.502936609570475
1992,all,oisst,-0.7891175932300113,513,0.514155633010643
1993,all,oisst,-0.6141160390902118,511,0.5570887944752564
1993,all,oisst,-0.5798478423022599,512,0.5726974697387218
1993,all,oisst,-0.5847800466704042,513,0.5013800991137528
1994,all,oisst,0.36023799036526455,511,0.9410432668996389
1994,all,oisst,0.15609972846160125,512,0.6409368188144943
1994,all,oisst,-0.20126864601215816,513,0.791514278531796
1995,all,oisst,0.03445085027069638,511,0.540615614632925
1995,all,oisst,0.07655952243736773,512,0.5930211232210707
1995,all,oisst,-0.1579444424746788,513,0.5938845000088486
1996,all,oisst,-0.63714088893528,511,0.47890231587878346
1996,all,oisst,-0.6153478693667543,512,0.47150354242030934
1996,all,oisst,-0.5184755243347425,513,0.9184366970309952
1997,all,oisst,-0.25961446566124485,511,0.2864936901017502
1997,all,oisst,-0.36728798917108096,512,0.3411208600072775
1997,all,oisst,-0.20807230086087092,513,0.37955178253228306
1998,all,oisst,-0.37676515594297516,511,0.9561390606751025
1998,all,oisst,-0.32304259867381313,512,0.8632693716480552
1998,all,oisst,-0.22758485293823835,513,0.7380503526829749
1999,all,oisst,0.7228280766872008,511,1.0414181041861736
1999,all,oisst,0.5656959077444298,512,0.8984966913795326
1999,all,oisst,0.4595555420063402,513,0.9109114182323341
2000,all,oisst,0.9630587399131162,511,0.454441963875186
2000,all,oisst,0.8547982217354116,512,0.4814919438288064
2000,all,oisst,0.36649485860691694,513,0.5227443299758255
2001,all,oisst,0.1019914176617332,511,0.5614821843765553
2001,all,oisst,0.043062211261610674,512,0.5177266340777518
2001,all,oisst,0.18744481777491634,513,0.6223989193668524
2002,all,oisst,0.7551800186189385,511,0.40517262040041147
2002,all,oisst,0.6951384308935987,512,0.5115870774467397
2002,all,oisst,0.6121457212863992,513,0.5176665336026958
2003,all,oisst,-0.22124145329940684,511,0.49883047521758844
2003,all,oisst,-0.3056334365188117,512,0.6928420765883968
2003,all,oisst,-0.28486224796674026,513,0.7869873888900045
2004,all,oisst,-0.8877819086033139,511,0.5765165377727487
2004,all,oisst,-0.8412839540196984,512,0.4843169840740304
2004,all,oisst,-0.594741456780603,513,0.39241270615723434
2005,all,oisst,-0.3780823313649763,511,0.6768581128058547
2005,all,oisst,-0.4189604156069844,512,0.6964918077327475
2005,all,oisst,-0.22605174590735674,513,0.9364507029325179
2006,all,oisst,0.7693127957736982,511,0.2948252825021935
2006,all,oisst,0.7350645769487327,512,0.47768290664474905
2006,all,oisst,0.5087416116505453,513,0.5902775633885833
2007,all,oisst,-0.06014767622671339,511,1.0644785154305547
2007,all,oisst,0.12694785013448773,512,1.0103335263678581
2007,all,oisst,0.4509870541966669,513,1.3437962400560906
2008,all,oisst,0.09382798702789986,511,0.4558905397069698
2008,all,oisst,0.27090062716138086,512,0.7518087126247218
2008,all,oisst,0.3859245059485861,513,1.090004079353917
2009,all,oisst,0.26258572758311843,511,0.6621609923181889
2009,all,oisst,0.1739949079551038,512,0.6476524295055458
2009,all,oisst,0.2658991543125344,513,1.0677794685341246
2010,all,oisst,0.9500356558125439,511,0.7328288470441271
2010,all,oisst,0.9622021560373585,512,0.9498564821370518
2010,all,oisst,1.0829596408153779,513,1.1461122486495827
2011,all,oisst,0.7655235470409012,511,0.6257840703902321
2011,all,oisst,0.8308644539476364,512,0.6429660341342914
2011,all,oisst,0.9171034737809064,513,0.8371691353224865
2012,all,oisst,2.2594332401869726,511,0.607573050790981
2012,all,oisst,2.0222667052502814,512,0.657480856983788
2012,all,oisst,2.1230533303513117,513,0.8861185219270837
2013,all,oisst,1.1418417601992383,511,0.6276864685781672
2013,all,oisst,1.200175939833145,512,0.8246413342642583
2013,all,oisst,1.2418751625709883,513,1.0029367584661586
2014,all,oisst,1.0407247984999726,511,0.9188971303950263
2014,all,oisst,0.9031408059873915,512,1.0565759254568927
2014,all,oisst,0.861807814812007,513,0.9501455649337588
2015,all,oisst,0.7525751750763149,511,1.4304622931464088
2015,all,oisst,0.7816613610263663,512,1.6402071721669407
2015,all,oisst,0.7189470796824591,513,1.1112640726576375
2016,all,oisst,1.5737606996545876,511,0.47249254264323015
2016,all,oisst,1.5957984367213358,512,0.6097340749634825
2016,all,oisst,1.6258060764962423,513,0.7699011668125705
2017,all,oisst,1.014073597191508,511,1.1770360754139648
2017,all,oisst,0.9467048368544859,512,0.877375362977947
2017,all,oisst,1.0948009591124372,513,0.877614529020797
2018,all,oisst,1.465131539866344,511,1.0556548635336804
2018,all,oisst,1.3343212628804764,512,1.3096972469066748
2018,all,oisst,1.2583694493117399,513,1.2218880757081414
2019,all,oisst,0.5532369398844631,511,0.7065386214337179
2019,all,oisst,0.5323260479984431,512,0.8421036864906492
2019,all,oisst,0.6472050763156316,513,0.7579360789509769
2020,all,oisst,1.6433754440572659,511,0.3302808408822685
2020,all,oisst,0.9273688468826101,512,0.10820824499304656
2020,all,oisst,0.22507794633988412,513,0.153657140831605
1981,fall,oisst,-0.14960497229762332,511,0.5501681213035914
1981,fall,oisst,-0.2700928648407814,512,0.42894095806248034
1981,fall,oisst,-0.5876368976338006,513,0.6722961656565521
1982,fall,oisst,0.10626992348987777,511,0.4091798589137577
1982,fall,oisst,0.16888465849452194,512,0.5581725051338581
1982,fall,oisst,0.1352889162280184,513,1.1955789428000665
1983,fall,oisst,0.07773229578039148,511,0.48149968068493626
1983,fall,oisst,0.2176519845925161,512,0.457987437353582
1983,fall,oisst,0.5349638152035164,513,0.2857917543264062
1984,fall,oisst,0.253387431018149,511,0.8356037687128711
1984,fall,oisst,0.2547948445877389,512,0.9989980940637117
1984,fall,oisst,0.16817811731890445,513,1.1189757877213715
1985,fall,oisst,-0.023561022186924217,511,0.34741951276345434
1985,fall,oisst,-0.06734083169280088,512,0.24915850384859436
1985,fall,oisst,0.031914403150369836,513,0.6004334828076435
1986,fall,oisst,-0.38014596453785193,511,0.13119100377173196
1986,fall,oisst,-0.5821282110656213,512,0.2585713269700253
1986,fall,oisst,-0.7202284676688058,513,0.46854973659995797
1987,fall,oisst,-0.8496303066598694,511,0.27381179479214485
1987,fall,oisst,-0.6979762766273524,512,0.3127839822748766
1987,fall,oisst,-0.5504070273685805,513,0.3430921347599141
1988,fall,oisst,-0.7658179634623072,511,0.17250273329447205
1988,fall,oisst,-0.7561893702350732,512,0.22055355710124086
1988,fall,oisst,-0.7816295527713203,513,0.18010435299326555
1989,fall,oisst,-0.35373006709430144,511,0.5109773148500893
1989,fall,oisst,-0.32535803859107415,512,0.6322587992700966
1989,fall,oisst,-0.4477925665212638,513,0.8096288292383924
1990,fall,oisst,0.29205183930449435,511,0.7463383881450094
1990,fall,oisst,0.19077192466907164,512,0.6755016357050752
1990,fall,oisst,0.062216584280733664,513,0.417184924130746
1991,fall,oisst,-0.3341189107951328,511,0.31552311387226856
1991,fall,oisst,-0.4849232408457035,512,0.26054181179155406
1991,fall,oisst,-0.32309476752857585,513,0.2882871340648887
1992,fall,oisst,-1.1764096778424635,511,0.3713341340976401
1992,fall,oisst,-1.3083871532955982,512,0.30479681684938875
1992,fall,oisst,-1.2371286291342516,513,0.30351745587755313
1993,fall,oisst,-0.5447190599933279,511,0.2680216642210133
1993,fall,oisst,-0.8006661893987679,512,0.3251083246967705
1993,fall,oisst,-0.8712220432120802,513,0.24201292130215257
1994,fall,oisst,-0.057094399040267314,511,0.3938802639818787
1994,fall,oisst,-0.0427732365130239,512,0.3476008843356174
1994,fall,oisst,-0.2524308472762614,513,0.7554371220005357
1995,fall,oisst,0.13391996498140157,511,0.18724234981478774
1995,fall,oisst,0.15643362559260676,512,0.2674375139903796
1995,fall,oisst,0.22149314090009137,513,0.39572202828315517
1996,fall,oisst,-0.6768576927539764,511,0.515152493923967
1996,fall,oisst,-0.5156351434404179,512,0.33592043318315873
1996,fall,oisst,-0.6421194773017268,513,0.5548651663525845
1997,fall,oisst,-0.31478669617202254,511,0.24534491533171884
1997,fall,oisst,-0.2914593184444247,512,0.24713126311332193
1997,fall,oisst,-0.2902238910451477,513,0.36585799779989225
1998,fall,oisst,-1.231489988070671,511,0.3185460745942749
1998,fall,oisst,-1.0668056914525001,512,0.31919656020846604
1998,fall,oisst,-0.7593264291574667,513,0.5299897007876931
1999,fall,oisst,1.374232700086708,511,0.5754468502650314
1999,fall,oisst,0.8349525004668038,512,0.441709539424406
1999,fall,oisst,0.6608246248283666,513,0.8771408501811391
2000,fall,oisst,0.6444694014393668,511,0.235130037613656
2000,fall,oisst,0.6649620643484495,512,0.29342780962567094
2000,fall,oisst,0.21428617583963025,513,0.23779915255489806
2001,fall,oisst,-0.12526853227655663,511,0.2385245560357839
2001,fall,oisst,-0.09303122505410345,512,0.20133611741038543
2001,fall,oisst,0.006488560538588862,513,0.2712739802957017
2002,fall,oisst,0.8762614450914217,511,0.22179004963529092
2002,fall,oisst,0.874737504220043,512,0.3054032262587214
2002,fall,oisst,0.5692128977932773,513,0.374893695668194
2003,fall,oisst,0.34961733249719124,511,0.5373599684775693
2003,fall,oisst,0.27601319662532453,512,0.2980521528690916
2003,fall,oisst,0.032308157110388896,513,0.5669565936112794
2004,fall,oisst,-0.7749642152858808,511,0.3761728756348867
2004,fall,oisst,-0.5804464191668237,512,0.2501236268237743
2004,fall,oisst,-0.3630215016913501,513,0.3892124730705606
2005,fall,oisst,0.427351911291669,511,0.3019564571725187
2005,fall,oisst,0.27441738395672693,512,0.41136388638358395
2005,fall,oisst,0.37087042449594854,513,0.5481895009941923
2006,fall,oisst,0.7209951887670857,511,0.265612227163926
2006,fall,oisst,0.6930700328096042,512,0.3240602717388046
2006,fall,oisst,0.4245654680790045,513,0.31401743632485996
2007,fall,oisst,-0.3792245849551332,511,0.5670015531407098
2007,fall,oisst,-0.04003075760514669,512,0.552633386404092
2007,fall,oisst,0.6603988055344466,513,1.271176411173479
2008,fall,oisst,0.04615157152370991,511,0.3565273574918622
2008,fall,oisst,0.24486651058351944,512,0.2430146803947033
2008,fall,oisst,0.30717535813649494,513,0.31325650277423367
2009,fall,oisst,0.3789918235269322,511,0.33779906149970923
2009,fall,oisst,0.4040733987614121,512,0.31450253828075275
2009,fall,oisst,0.44791254979786854,513,0.47320009967215887
2010,fall,oisst,1.112558983184479,511,0.3169631319674937
2010,fall,oisst,1.0476089820187455,512,0.3169022199219145
2010,fall,oisst,0.8282010022537175,513,0.49985119360796243
2011,fall,oisst,1.1938269486995643,511,0.3417939346099417
2011,fall,oisst,1.349911876346754,512,0.45386223496883116
2011,fall,oisst,1.5623264199211484,513,0.6730978460858911
2012,fall,oisst,2.4463459588870697,511,0.2538941740506488
2012,fall,oisst,2.09368155757833,512,0.11808998212811991
2012,fall,oisst,1.8248264274317703,513,0.29395446127056846
2013,fall,oisst,1.0580788626070257,511,0.21627008822490512
2013,fall,oisst,1.2512305667966503,512,0.3811022266349312
2013,fall,oisst,1.0183795651236733,513,0.6018235234860758
2014,fall,oisst,1.971257189624106,511,0.4394316818953702
2014,fall,oisst,1.7406094216639723,512,0.49819592516970695
2014,fall,oisst,1.591245839447329,513,0.46985875860298637
2015,fall,oisst,1.559837076891708,511,0.46881742710186747
2015,fall,oisst,1.5856022707195985,512,0.7278821028419944
2015,fall,oisst,1.3452751422539735,513,0.5389702637225056
2016,fall,oisst,2.085669700512922,511,0.4845989385552154
2016,fall,oisst,2.020122087235321,512,0.5554529506859727
2016,fall,oisst,1.9033932851784394,513,0.6752369866815916
2017,fall,oisst,1.781730580108204,511,0.7950306242091743
2017,fall,oisst,1.6014312148606782,512,0.7740307023918104
2017,fall,oisst,1.6107559239034688,513,0.9483420042134659
2018,fall,oisst,1.5682901703293608,511,0.6798557137589101
2018,fall,oisst,1.6146562542575886,512,1.2047850268452938
2018,fall,oisst,1.5085169210102096,513,1.3165070982075007
2019,fall,oisst,1.2135226587471273,511,0.377451706735129
2019,fall,oisst,1.2542023877464181,512,0.3325472196069592
2019,fall,oisst,1.1237687440145583,513,0.42392996440127195
1982,spring,oisst,0.38202701723296506,511,0.498872470210268
1982,spring,oisst,0.3648185235340789,512,0.5778957758752031
1982,spring,oisst,0.24251478726881137,513,0.3287919690409618
1983,spring,oisst,0.47020427678341054,511,0.3668195196404693
1983,spring,oisst,0.7482684219153932,512,0.4178919131688422
1983,spring,oisst,0.7312240232376085,513,0.5614904087642157
1984,spring,oisst,-0.04553986413024341,511,0.7291784045858887
1984,spring,oisst,0.1566616293387963,512,0.5957646443727118
1984,spring,oisst,-0.29389371334210684,513,0.8877227597209124
1985,spring,oisst,0.24751197235241382,511,0.3627818564086619
1985,spring,oisst,0.40369375548651176,512,0.4596244798017173
1985,spring,oisst,0.14611986452254697,513,0.5428053675380948
1986,spring,oisst,0.49931798461687604,511,0.5399171762758991
1986,spring,oisst,0.500234399378187,512,0.40944793242529415
1986,spring,oisst,0.1762149750754453,513,0.40685192893101224
1987,spring,oisst,-0.9756903466971024,511,0.33937237659223185
1987,spring,oisst,-0.7417362699098533,512,0.38776007378645716
1987,spring,oisst,-0.5785178056229716,513,0.48865210047757096
1988,spring,oisst,-0.010439524483122554,511,0.31438718954923756
1988,spring,oisst,0.056108702558650865,512,0.20036275966816716
1988,spring,oisst,0.16870591433151907,513,0.3900193222441594
1989,spring,oisst,-0.08971209799166906,511,0.45919101849702226
1989,spring,oisst,-0.2155831607449483,512,0.6780633194126694
1989,spring,oisst,-0.11666997851452966,513,0.6434208152749354
1990,spring,oisst,-0.06039771726697584,511,0.26412386307018765
1990,spring,oisst,-0.2565756041296038,512,0.4859330562310054
1990,spring,oisst,-0.4016246915511463,513,0.5939205360911222
1991,spring,oisst,0.1518430697878069,511,0.26404741717903657
1991,spring,oisst,0.23896314082614414,512,0.3305964493184713
1991,spring,oisst,0.4774876097622125,513,0.9181286398824935
1992,spring,oisst,-1.0129311453538594,511,0.350404608747857
1992,spring,oisst,-0.968097326435529,512,0.27649996100874785
1992,spring,oisst,-0.6921908014278481,513,0.32018971382623307
1993,spring,oisst,-1.127563248808966,511,0.3035101568779053
1993,spring,oisst,-0.81278069799023,512,0.32994130731410415
1993,spring,oisst,-0.530039540991403,513,0.3496186880867671
1994,spring,oisst,0.006843076003435067,511,0.21341377209606854
1994,spring,oisst,-0.20891492229328262,512,0.35544555788980553
1994,spring,oisst,-0.4759725147075411,513,0.4573429146622038
1995,spring,oisst,-0.08385925528197782,511,0.266665699245127
1995,spring,oisst,-0.34554535989950647,512,0.30079064137845213
1995,spring,oisst,-0.8691382608983828,513,0.3278769762694011
1996,spring,oisst,-0.25255490704922373,511,0.17783968078995174
1996,spring,oisst,-0.3188912937794381,512,0.2397807980626566
1996,spring,oisst,-0.39285204759326536,513,0.7570784979094078
1997,spring,oisst,-0.14594119049633625,511,0.3186803786918521
1997,spring,oisst,-0.3297608516730072,512,0.31137733786350347
1997,spring,oisst,-0.2272496891842372,513,0.4195317297093516
1998,spring,oisst,0.2812912328586132,511,0.6884139871230932
1998,spring,oisst,0.2295302482769034,512,0.6463293642629296
1998,spring,oisst,0.09969323236441267,513,0.7118695849416652
1999,spring,oisst,0.41893337083899457,511,0.6899922602166524
1999,spring,oisst,0.2842750445092784,512,0.7258851459656731
1999,spring,oisst,0.3956986621994039,513,0.750401690033534
2000,spring,oisst,1.2003129523334695,511,0.27935947427045804
2000,spring,oisst,0.9724319371586712,512,0.402333444662109
2000,spring,oisst,0.7616995605437652,513,0.5361617438923079
2001,spring,oisst,-0.4194779811694869,511,0.25835389544036685
2001,spring,oisst,-0.3364952613365447,512,0.34385502255270395
2001,spring,oisst,-0.19637107266032178,513,0.62053363221561
2002,spring,oisst,0.6890420618663264,511,0.1687601483764088
2002,spring,oisst,0.42817391548129696,512,0.21106121355549995
2002,spring,oisst,0.6619758369482082,513,0.43654806812493974
2003,spring,oisst,-0.4530649356618773,511,0.33063513961316926
2003,spring,oisst,-0.5826814535209497,512,0.4558941021774571
2003,spring,oisst,-0.554962545633316,513,0.6555690593523442
2004,spring,oisst,-1.2984160886560396,511,0.2589923906357809
2004,spring,oisst,-1.1092504403203556,512,0.38888709800319216
2004,spring,oisst,-0.7316790251736192,513,0.31083840808887075
2005,spring,oisst,-0.41885925445668276,511,0.4177395531421909
2005,spring,oisst,-0.544141752986917,512,0.5363590111429113
2005,spring,oisst,-0.5346591101176497,513,0.9223941592581757
2006,spring,oisst,0.6809735023058378,511,0.1699682649590037
2006,spring,oisst,0.5657069919690744,512,0.3307716046653894
2006,spring,oisst,0.22929468232652414,513,0.5173853010943624
2007,spring,oisst,-0.2923960442527082,511,0.33040010132442993
2007,spring,oisst,0.03096219353617252,512,0.4763807918590663
2007,spring,oisst,0.19315337756837625,513,0.615058184357335
2008,spring,oisst,0.25109057302857724,511,0.23334748065215516
2008,spring,oisst,0.3030652200172889,512,0.43231346490923783
2008,spring,oisst,0.41342059123343317,513,0.9660360691548558
2009,spring,oisst,-0.03428567731659548,511,0.14597949627558118
2009,spring,oisst,-0.0013062286917789223,512,0.28155013480897156
2009,spring,oisst,0.18604740090128305,513,0.3927934973182917
2010,spring,oisst,0.9088999198431953,511,0.7707638471132262
2010,spring,oisst,1.0777580127936905,512,0.7974770335827723
2010,spring,oisst,1.3705220144727956,513,1.0637242618227511
2011,spring,oisst,0.5328380539265763,511,0.42459935201061677
2011,spring,oisst,0.4111086932100736,512,0.2881579168211169
2011,spring,oisst,0.3420483024008032,513,0.4621099323941491
2012,spring,oisst,2.1727293139716055,511,0.5737127934884534
2012,spring,oisst,2.0954234006837544,512,0.7111026494128898
2012,spring,oisst,2.28972488242215,513,1.0912132558487866
2013,spring,oisst,1.1453798427230937,511,0.6010469320543617
2013,spring,oisst,1.1584432698039793,512,0.7504327217591976
2013,spring,oisst,1.3632167538870936,513,0.5942376461668292
2014,spring,oisst,0.7146440664661369,511,0.2776642921173641
2014,spring,oisst,0.4005132307965724,512,0.47655869000451756
2014,spring,oisst,0.27877385423019313,513,0.5020824638760979
2015,spring,oisst,-0.09299805062670373,511,0.5036919393103158
2015,spring,oisst,-0.38377313707411176,512,0.4653533251054948
2015,spring,oisst,-0.11761201545596123,513,0.735525741348341
2016,spring,oisst,1.2912159659790754,511,0.14859708027173038
2016,spring,oisst,1.1582495064839073,512,0.2990177281795021
2016,spring,oisst,1.014285607830338,513,0.4811016972361175
2017,spring,oisst,0.33765411835450393,511,0.48567675200300087
2017,spring,oisst,0.3016852536476402,512,0.28745047713543453
2017,spring,oisst,0.6156352570523387,513,0.4382371820341493
2018,spring,oisst,1.1225453985973346,511,0.3376595894264306
2018,spring,oisst,0.9777485787417803,512,0.35052846862631376
2018,spring,oisst,1.026400642334551,513,0.5482392113868908
2019,spring,oisst,0.5568514395517649,511,0.18174080527714925
2019,spring,oisst,0.14840076168002614,512,0.25529767813646426
2019,spring,oisst,0.23471134533916693,513,0.2214629750677464
1982,summer,oisst,-1.1133890466945227,511,1.450163665640721
1982,summer,oisst,-1.139336646842596,512,1.223097053921962
1982,summer,oisst,-1.0008428334325985,513,1.413329509746393
1983,summer,oisst,-0.6016917396149907,511,3.3094766598242407
1983,summer,oisst,-0.41167596675497825,512,2.2221344974482995
1983,summer,oisst,-0.637210617462794,513,1.4670938631321349
1984,summer,oisst,-0.3171766980435936,511,0.9593985939058886
1984,summer,oisst,-0.22865140528219183,512,0.9458548209639754
1984,summer,oisst,-0.15094702744829483,513,0.6775140496300465
1985,summer,oisst,-0.923188386553506,511,0.5423630168701701
1985,summer,oisst,-0.8940483739560854,512,0.5426513853141852
1985,summer,oisst,-1.2010647550873135,513,0.8961057477329204
1986,summer,oisst,-0.606842247538742,511,0.7027842745093271
1986,summer,oisst,-0.6533867391160846,512,0.6428236231948505
1986,summer,oisst,-0.9419524565986965,513,0.7200470637981774
1987,summer,oisst,-0.9358221555633289,511,1.056852894357391
1987,summer,oisst,-0.8856268181467327,512,0.7837262764247311
1987,summer,oisst,-0.40718797410743823,513,0.9040538998002742
1988,summer,oisst,-0.3675362278386502,511,0.81156430549281
1988,summer,oisst,-0.3824935394333982,512,0.6447318198328587
1988,summer,oisst,-0.21412185568740402,513,0.7755040058479286
1989,summer,oisst,-0.17299609240082195,511,0.534248169012492
1989,summer,oisst,-0.21757388948718182,512,0.6599176689439681
1989,summer,oisst,-0.0698510097420734,513,0.6668640579443421
1990,summer,oisst,0.4219788253107996,511,1.927847622926771
1990,summer,oisst,0.3855735356505742,512,1.1676802076013864
